,model_id,gene_symbol,rsem_tpm,z_score,gene_expression_level
8197389,SIDM00870,VHL,4.3702,-0.908503790692045,normal
8197406,SIDM00890,VHL,4.5583,-0.6203232177257185,normal
8197514,SIDM01001,VHL,5.2817,0.48796932073169863,normal
8197671,SIDM00568,VHL,4.6118,-0.5383579829904801,normal
8197862,SIDM01066,VHL,4.854,-0.16729293901151004,normal
8197892,SIDM00506,VHL,4.6576,-0.46818961381526514,normal
8197930,SIDM00910,VHL,5.8379,1.340101349885716,high
8197958,SIDM00920,VHL,5.85,1.3586392814800399,high
8198018,SIDM00337,VHL,3.7004,-1.9346778883679887,low
8198056,SIDM01059,VHL,3.8022,-1.7787141333016838,low
8198138,SIDM00881,VHL,5.0674,0.15964876365204111,normal
8198274,SIDM00795,VHL,4.7882,-0.2681025174335427,normal
8198300,SIDM00524,VHL,5.3441,0.583569893581772,normal
8262270,SIDM00892,LDHA,7.5622,-2.0449421123993834,low
8262333,SIDM01056,LDHA,7.4533,-2.1670993195900694,low
8262335,SIDM00716,LDHA,9.6158,0.25865789390724403,normal
8262339,SIDM00284,LDHA,9.7275,0.38395596592927755,normal
8262351,SIDM00870,LDHA,8.167,-1.3665153088279733,low
8262368,SIDM00890,LDHA,11.2879,2.1343150669425537,high
8262476,SIDM01001,LDHA,9.0144,-0.4159550023689565,normal
8262633,SIDM00568,LDHA,8.486,-1.0086810655421259,low
8262824,SIDM01066,LDHA,10.1046,0.8069631544656186,normal
8262854,SIDM00506,LDHA,8.3349,-1.1781755926910034,low
8262892,SIDM00910,LDHA,8.4315,-1.069815756009458,low
8262920,SIDM00920,LDHA,8.5343,-0.9545011472013544,normal
8262980,SIDM00337,LDHA,9.9786,0.6656242370549088,normal
8263018,SIDM01059,LDHA,10.028,0.7210380665794258,normal
8263100,SIDM00881,LDHA,9.1864,-0.22301616272893837,normal
8263236,SIDM00795,LDHA,9.8321,0.5012897021289641,normal
8263262,SIDM00524,LDHA,8.0442,-1.5042646664314274,low
8382570,SIDM00892,ETS1,0.275,-1.2834598135678383,low
8382633,SIDM01056,ETS1,0.2388,-1.2974187913290436,low
8382635,SIDM00716,ETS1,2.5874,-0.39178190818079023,normal
8382639,SIDM00284,ETS1,5.3056,0.6563753666951281,normal
8382651,SIDM00870,ETS1,0.1506,-1.3314293393549637,low
8382668,SIDM00890,ETS1,5.1993,0.6153853297886054,normal
8382776,SIDM01001,ETS1,0.111,-1.3466993813257848,low
8382933,SIDM00568,ETS1,3.1194,-0.18663892008793886,normal
8383124,SIDM01066,ETS1,6.554,1.1377672958964733,high
8383154,SIDM00506,ETS1,5.0483,0.5571586545968374,normal
8383192,SIDM00910,ETS1,4.557,0.3677098763073302,normal
8383220,SIDM00920,ETS1,0.251,-1.292714384459245,low
8383280,SIDM00337,ETS1,5.9642,0.9103362162401504,normal
8383318,SIDM01059,ETS1,6.3901,1.0745662888505743,high
8383400,SIDM00881,ETS1,0.263,-1.2880870990135416,low
8383536,SIDM00795,ETS1,4.9519,0.51998612818302,normal
8383562,SIDM00524,ETS1,3.843,0.09238639228797692,normal
8553396,SIDM00892,MDM2,5.1465,-0.3890667339973947,normal
8553459,SIDM01056,MDM2,4.5515,-0.8884790782677363,normal
8553461,SIDM00716,MDM2,4.8689,-0.6220698714250362,normal
8553465,SIDM00284,MDM2,5.0755,-0.44866047591872943,normal
8553477,SIDM00870,MDM2,4.073,-1.2901073248784225,low
8553494,SIDM00890,MDM2,6.2664,0.550919626251943,normal
8553602,SIDM01001,MDM2,4.7479,-0.7236310372346355,normal
8553759,SIDM00568,MDM2,5.6427,0.02741798066973735,normal
8553950,SIDM01066,MDM2,3.0652,-2.1360027207702723,low
8553980,SIDM00506,MDM2,4.861,-0.6287007243993822,normal
8554018,SIDM00910,MDM2,4.8217,-0.6616871195755576,normal
8554046,SIDM00920,MDM2,4.796,-0.6832583754541249,normal
8554106,SIDM00337,MDM2,5.5753,-0.029154106731641906,normal
8554144,SIDM01059,MDM2,2.905,-2.2704663469082704,low
8554226,SIDM00881,MDM2,5.7871,0.1486199008590439,normal
8554362,SIDM00795,MDM2,5.1497,-0.3863808188685454,normal
8554388,SIDM00524,MDM2,5.2219,-0.3257798587738925,normal
8869785,SIDM00892,MYC,5.0157,0.039138121141284184,normal
8869848,SIDM01056,MYC,6.8683,0.7752330057559127,normal
8869850,SIDM00716,MYC,8.2846,1.3379724989437018,high
8869854,SIDM00284,MYC,6.1522,0.4907044799691614,normal
8869866,SIDM00870,MYC,1.9891,-1.163423024154319,low
8869883,SIDM00890,MYC,6.6027,0.6697019675643735,normal
8869991,SIDM01001,MYC,4.8048,-0.044658926880536444,normal
8870148,SIDM00568,MYC,7.3941,0.984149496272145,normal
8870339,SIDM01066,MYC,6.3291,0.560992283644174,normal
8870369,SIDM00506,MYC,2.6554,-0.8986815680284813,normal
8870407,SIDM00910,MYC,0.7312,-1.6632253319146242,low
8870435,SIDM00920,MYC,6.2494,0.5293250255723903,normal
8870495,SIDM00337,MYC,5.7002,0.31111099629982525,normal
8870533,SIDM01059,MYC,7.5507,1.0463714864106806,high
8870615,SIDM00881,MYC,5.8948,0.3884315536494997,normal
8870751,SIDM00795,MYC,3.359,-0.6191196761927625,normal
8870777,SIDM00524,MYC,2.9598,-0.7777340980529374,normal
9194595,SIDM00892,IDH1,5.0325,-1.141690112550566,low
9194658,SIDM01056,IDH1,4.9416,-1.2382087484046715,low
9194660,SIDM00716,IDH1,7.2466,1.209266011152142,high
9194664,SIDM00284,IDH1,6.6988,0.6276058492062757,normal
9194676,SIDM00870,IDH1,5.9971,-0.11746705265099883,normal
9194693,SIDM00890,IDH1,7.5454,1.526535190395342,high
9194801,SIDM01001,IDH1,5.706,-0.4265602858427501,normal
9194958,SIDM00568,IDH1,7.1844,1.143221356035251,high
9195149,SIDM01066,IDH1,7.4568,1.4324587202449157,high
9195179,SIDM00506,IDH1,6.1617,0.05730706683839456,normal
9195217,SIDM00910,IDH1,5.9378,-0.1804324553589024,normal
9195245,SIDM00920,IDH1,5.1875,-0.9771093803460945,normal
9195305,SIDM00337,IDH1,6.7506,0.6826076680978346,normal
9195343,SIDM01059,IDH1,6.9535,0.8980491556093646,normal
9195425,SIDM00881,IDH1,6.1393,0.033522496506910415,normal
9195561,SIDM00795,IDH1,6.5951,0.5174960303056071,normal
9195587,SIDM00524,IDH1,6.5029,0.4195970399233344,normal
9292038,SIDM00892,EGF,2.144,0.9246576430780374,normal
9292101,SIDM01056,EGF,0.2987,-0.5516138863362038,normal
9292103,SIDM00716,EGF,3.0721,1.6671535009056844,high
9292107,SIDM00284,EGF,2.6017,1.290825463493633,high
9292119,SIDM00870,EGF,1.6182,0.5040086590830187,normal
9292136,SIDM00890,EGF,4.0644,2.461010455676048,high
9292244,SIDM01001,EGF,0.0841,-0.7232975530637258,normal
9292401,SIDM00568,EGF,0.0,-0.7905789900245114,normal
9292592,SIDM01066,EGF,0.433,-0.4441715916413941,normal
9292622,SIDM00506,EGF,0.0976,-0.7124973223982013,normal
9292660,SIDM00910,EGF,0.1506,-0.6700964168224387,normal
9292688,SIDM00920,EGF,0.2141,-0.619295331840157,normal
9292748,SIDM00337,EGF,3.9551,2.3735685881396167,high
9292786,SIDM01059,EGF,1.157,0.1350407788652503,normal
9292868,SIDM00881,EGF,0.5059,-0.385850346047562,normal
9293004,SIDM00795,EGF,0.8639,-0.09944422913958044,normal
9293030,SIDM00524,EGF,0.2016,-0.6292955454193464,normal
9415947,SIDM00892,BRCA2,1.7527,-1.3760031689165573,low
9416010,SIDM01056,BRCA2,3.211,0.2782993500511506,normal
9416012,SIDM00716,BRCA2,3.2032,0.2694509926158162,normal
9416016,SIDM00284,BRCA2,3.359,0.4461912603626235,normal
9416028,SIDM00870,BRCA2,2.0635,-1.0234301572624644,low
9416045,SIDM00890,BRCA2,3.0215,0.06332964056450152,normal
9416153,SIDM01001,BRCA2,2.9486,-0.01936846931189307,normal
9416310,SIDM00568,BRCA2,3.851,1.0043184216683303,high
9416501,SIDM01066,BRCA2,3.2869,0.3644006743257508,normal
9416531,SIDM00506,BRCA2,4.3674,1.5901250600794423,high
9416569,SIDM00910,BRCA2,2.9184,-0.05362749425382849,normal
9416597,SIDM00920,BRCA2,2.9782,0.014209912750401824,normal
9416657,SIDM00337,BRCA2,2.9598,-0.006663135558592312,normal
9416695,SIDM01059,BRCA2,2.7115,-0.28833584725006994,normal
9416777,SIDM00881,BRCA2,2.211,-0.8561054493506927,normal
9416913,SIDM00795,BRCA2,2.3868,-0.6566770856158485,normal
9416939,SIDM00524,BRCA2,3.225,0.2941810172427766,normal
9438804,SIDM00892,RB1,4.1843,0.01562524566486336,normal
9438867,SIDM01056,RB1,5.269,0.80114878629387,normal
9438869,SIDM00716,RB1,4.5686,0.29392956636526624,normal
9438873,SIDM00284,RB1,4.0259,-0.09908566872218828,normal
9438885,SIDM00870,RB1,4.1293,-0.02420493294175215,normal
9438902,SIDM00890,RB1,4.3667,0.14771660162571004,normal
9439010,SIDM01001,RB1,0.0841,-2.9536783602050116,low
9439167,SIDM00568,RB1,4.2906,0.09260611813546672,normal
9439358,SIDM01066,RB1,5.4571,0.9373679971284932,normal
9439388,SIDM00506,RB1,4.5014,0.2452643299586386,normal
9439426,SIDM00910,RB1,5.314,0.8337371142447367,normal
9439454,SIDM00920,RB1,4.9941,0.6020703117673523,normal
9439514,SIDM00337,RB1,4.1276,-0.025436047553229046,normal
9439552,SIDM01059,RB1,4.204,0.029891691456686863,normal
9439634,SIDM00881,RB1,3.591,-0.4140337537406772,normal
9439770,SIDM00795,RB1,4.4396,0.20050969290611484,normal
9439796,SIDM00524,RB1,2.774,-1.0056929523153049,low
9666171,SIDM00892,NCOR1,4.5638,-0.7916844885485007,normal
9666234,SIDM01056,NCOR1,4.4296,-0.9410372589079267,normal
9666236,SIDM00716,NCOR1,5.1477,-0.1418552589444097,normal
9666240,SIDM00284,NCOR1,4.8938,-0.42442357782860035,normal
9666252,SIDM00870,NCOR1,4.6999,-0.6402171856728076,normal
9666269,SIDM00890,NCOR1,5.2972,0.02452506273021147,normal
9666377,SIDM01001,NCOR1,5.8547,0.6449734194767097,normal
9666534,SIDM00568,NCOR1,6.0061,0.813468273667597,normal
9666725,SIDM01066,NCOR1,4.0695,-1.3417968163328846,low
9666755,SIDM00506,NCOR1,5.1243,-0.16789739625000322,normal
9666793,SIDM00910,NCOR1,5.7827,0.5648437662287314,normal
9666821,SIDM00920,NCOR1,5.1942,-0.09010485788842379,normal
9666881,SIDM00337,NCOR1,4.5211,-0.8392058245719544,normal
9666919,SIDM01059,NCOR1,4.0652,-1.3465823372907495,low
9667001,SIDM00881,NCOR1,5.0862,-0.21029933776039172,normal
9667137,SIDM00795,NCOR1,5.3568,0.0908546090299264,normal
9667163,SIDM00524,NCOR1,6.0734,0.8883672412174437,normal
10635789,SIDM00892,EGFR,1.2388,-0.2625563959155372,normal
10635852,SIDM01056,EGFR,0.111,-0.9168276192433826,normal
10635854,SIDM00716,EGFR,1.5059,-0.1076035286067346,normal
10635858,SIDM00284,EGFR,0.1243,-0.9091118830576579,normal
10635870,SIDM00870,EGFR,3.3909,0.985942539821168,normal
10635887,SIDM00890,EGFR,0.7991,-0.5176397944766771,normal
10635995,SIDM01001,EGFR,0.2141,-0.857016160540509,normal
10636152,SIDM00568,EGFR,5.7442,2.3511637402622205,high
10636343,SIDM01066,EGFR,1.5509,-0.0814976542941322,normal
10636373,SIDM00506,EGFR,1.2265,-0.2696920015609819,normal
10636411,SIDM00910,EGFR,3.9699,1.3218381226433196,high
10636439,SIDM00920,EGFR,0.0976,-0.9246013684831355,normal
10636499,SIDM00337,EGFR,0.111,-0.9168276192433826,normal
10636537,SIDM01059,EGFR,0.0704,-0.9403809191787529,normal
10636619,SIDM00881,EGFR,2.6915,0.580199239949298,normal
10636755,SIDM00795,EGFR,1.4906,-0.11647952587301949,normal
10636781,SIDM00524,EGFR,4.3681,1.5528461037828374,high
11032779,SIDM00892,ATM,2.991,-1.4890850471589832,low
11032842,SIDM01056,ATM,3.2434,-1.2882913756623886,low
11032844,SIDM00716,ATM,4.1276,-0.5848770954037156,normal
11032848,SIDM00284,ATM,5.2288,0.2911688279403809,normal
11032860,SIDM00870,ATM,2.6848,-1.7326786375403511,low
11032877,SIDM00890,ATM,4.9126,0.03961986230162054,normal
11032985,SIDM01001,ATM,3.1554,-1.358298677927445,low
11033142,SIDM00568,ATM,4.4101,-0.3601377443823688,normal
11033333,SIDM01066,ATM,5.7942,0.740965744993371,normal
11033363,SIDM00506,ATM,5.0085,0.11591191102001719,normal
11033401,SIDM00910,ATM,5.3913,0.42044367587301457,normal
11033429,SIDM00920,ATM,2.5385,-1.8490657775560082,low
11033489,SIDM00337,ATM,5.0246,0.12872006518442017,normal
11033527,SIDM01059,ATM,5.6991,0.665310126295565,normal
11033609,SIDM00881,ATM,3.1177,-1.3882904426478162,low
11033745,SIDM00795,ATM,4.3477,-0.4097792859885001,normal
11033771,SIDM00524,ATM,5.4263,0.44828748927388956,normal
11412927,SIDM00892,PDK1,2.441,-0.8063924872575721,normal
11412990,SIDM01056,PDK1,1.5607,-1.5988250062201064,low
11412992,SIDM00716,PDK1,3.0179,-0.2870759813056394,normal
11412996,SIDM00284,PDK1,2.7634,-0.5161729665106436,normal
11413008,SIDM00870,PDK1,2.373,-0.8676050412612663,normal
11413025,SIDM00890,PDK1,5.9873,2.3859322224968715,high
11413133,SIDM01001,PDK1,2.6415,-0.6259054714084428,normal
11413290,SIDM00568,PDK1,1.5993,-1.5640778799768327,low
11413481,SIDM01066,PDK1,3.1243,-0.19129633798221152,normal
11413511,SIDM00506,PDK1,3.859,0.47006930064300056,normal
11413549,SIDM00910,PDK1,1.852,-1.3366012270836911,low
11413577,SIDM00920,PDK1,1.7991,-1.3842209933600949,low
11413637,SIDM00337,PDK1,2.3391,-0.8981212998013435,normal
11413675,SIDM01059,PDK1,2.8197,-0.465492572534055,normal
11413757,SIDM00881,PDK1,2.1144,-1.1003927833988463,low
11413893,SIDM00795,PDK1,2.541,-0.7163740254874329,normal
11413919,SIDM00524,PDK1,3.8084,0.42451995898731004,normal
12132321,SIDM00892,ERG,0.3219,0.25347610237158896,normal
12132384,SIDM01056,ERG,0.0,-0.47787674098959776,normal
12132386,SIDM00716,ERG,0.0,-0.47787674098959776,normal
12132390,SIDM00284,ERG,0.1635,-0.10640675065236872,normal
12132402,SIDM00870,ERG,0.0,-0.47787674098959776,normal
12132419,SIDM00890,ERG,0.0426,-0.3810900646081546,normal
12132527,SIDM01001,ERG,0.0704,-0.31792880631228326,normal
12132684,SIDM00568,ERG,0.0144,-0.44516011798741983,normal
12132875,SIDM01066,ERG,0.1243,-0.19546866882496433,normal
12132905,SIDM00506,ERG,0.6781,1.0627581241337969,high
12132943,SIDM00910,ERG,0.0286,-0.41289789252693876,normal
12132971,SIDM00920,ERG,0.4436,0.5299770064941625,normal
12133031,SIDM00337,ERG,0.4436,0.5299770064941625,normal
12133069,SIDM01059,ERG,0.0,-0.47787674098959776,normal
12133151,SIDM00881,ERG,0.0976,-0.2561307406415026,normal
12133287,SIDM00795,ERG,0.0426,-0.3810900646081546,normal
12133313,SIDM00524,ERG,0.111,-0.22568610534780925,normal
13599981,SIDM00892,TERT,0.7908,-0.49256667387278213,normal
13600044,SIDM01056,TERT,0.5753,-0.7138711679827209,normal
13600046,SIDM00716,TERT,2.4725,1.234429928190718,high
13600050,SIDM00284,TERT,2.7398,1.5089296556876395,high
13600062,SIDM00870,TERT,1.6554,0.3953213335863973,normal
13600079,SIDM00890,TERT,0.275,-1.0222597507261764,low
13600187,SIDM01001,TERT,1.3896,0.12236200860068147,normal
13600344,SIDM00568,TERT,2.1667,0.9203932029061735,normal
13600535,SIDM01066,TERT,0.84,-0.44204147150522294,normal
13600565,SIDM00506,TERT,1.257,-0.013809573389935265,normal
13600603,SIDM00910,TERT,0.516,-0.7747684139257343,normal
13600631,SIDM00920,TERT,0.0841,-1.2183016436523357,low
13600691,SIDM00337,TERT,2.7093,1.4776081379597827,high
13600729,SIDM01059,TERT,1.189,-0.08364115389794366,normal
13600811,SIDM00881,TERT,0.6229,-0.6649890616271149,normal
13600947,SIDM00795,TERT,2.0461,0.7965448410052054,normal
13600973,SIDM00524,TERT,1.1177,-0.1568616199306057,normal
13695018,SIDM00892,SHH,0.2016,-0.06805772186244895,normal
13695081,SIDM01056,SHH,0.0,-0.34697314241765603,normal
13695083,SIDM00716,SHH,0.0704,-0.2495741066682186,normal
13695087,SIDM00284,SHH,0.0,-0.34697314241765603,normal
13695099,SIDM00870,SHH,0.0426,-0.2880356577170022,normal
13695116,SIDM00890,SHH,0.0286,-0.30740478414444705,normal
13695224,SIDM01001,SHH,0.1506,-0.1386166824195698,normal
13695381,SIDM00568,SHH,3.1506,4.011910409175774,high
13695572,SIDM01066,SHH,0.0,-0.34697314241765603,normal
13695602,SIDM00506,SHH,0.0566,-0.26866653128955725,normal
13695640,SIDM00910,SHH,0.0286,-0.30740478414444705,normal
13695668,SIDM00920,SHH,0.0,-0.34697314241765603,normal
13695728,SIDM00337,SHH,0.0,-0.34697314241765603,normal
13695766,SIDM01059,SHH,0.0144,-0.3270506123779984,normal
13695848,SIDM00881,SHH,0.1506,-0.1386166824195698,normal
13695984,SIDM00795,SHH,0.0,-0.34697314241765603,normal
13696010,SIDM00524,SHH,1.5008,1.729397210604441,high
13769604,SIDM00892,YWHAZ,9.8153,0.30893196851804594,normal
13769667,SIDM01056,YWHAZ,8.6591,-1.6779391554128498,low
13769669,SIDM00716,YWHAZ,8.9711,-1.141782962136221,low
13769673,SIDM00284,YWHAZ,9.1956,-0.7559910858842855,normal
13769685,SIDM00870,YWHAZ,8.8285,-1.3868338376530394,low
13769702,SIDM00890,YWHAZ,10.1263,0.8433697124572506,normal
13769810,SIDM01001,YWHAZ,8.9505,-1.1771830184871779,low
13769967,SIDM00568,YWHAZ,9.4033,-0.3990691585010948,normal
13770158,SIDM01066,YWHAZ,9.9189,0.48696331987528607,normal
13770188,SIDM00506,YWHAZ,10.2628,1.0779380470157758,high
13770226,SIDM00910,YWHAZ,9.2928,-0.5889578102865679,normal
13770254,SIDM00920,YWHAZ,9.117,-0.8910612038058977,normal
13770314,SIDM00337,YWHAZ,9.6345,-0.0017636716884137284,normal
13770352,SIDM01059,YWHAZ,9.7577,0.20994928668235915,normal
13770434,SIDM00881,YWHAZ,10.4153,1.3400015709731026,high
13770570,SIDM00795,YWHAZ,8.7198,-1.5736292806311483,low
13770596,SIDM00524,YWHAZ,10.488,1.464932837803906,high
14150955,SIDM00892,FRS2,5.0339,0.8404762311903294,normal
14151018,SIDM01056,FRS2,4.1953,0.17515706464755207,normal
14151020,SIDM00716,FRS2,2.7485,-0.9726890719540333,normal
14151024,SIDM00284,FRS2,2.8738,-0.8732799477377083,normal
14151036,SIDM00870,FRS2,3.1667,-0.6409021944818303,normal
14151053,SIDM00890,FRS2,3.0909,-0.7010395577348026,normal
14151161,SIDM01001,FRS2,2.6938,-1.0160863512408087,low
14151318,SIDM00568,FRS2,2.9542,-0.8094930875063235,normal
14151509,SIDM01066,FRS2,2.3248,-1.308839478422164,low
14151539,SIDM00506,FRS2,3.6218,-0.27984000429149203,normal
14151577,SIDM00910,FRS2,3.6814,-0.23255521735379875,normal
14151605,SIDM00920,FRS2,4.3554,0.30217542687447685,normal
14151665,SIDM00337,FRS2,3.0841,-0.7064344663115865,normal
14151703,SIDM01059,FRS2,2.5286,-1.1471508949003206,low
14151785,SIDM00881,FRS2,6.2593,1.8126704914831016,high
14151921,SIDM00795,FRS2,3.2265,-0.5934587337624669,normal
14151947,SIDM00524,FRS2,3.5311,-0.3517985642788875,normal
14582832,SIDM00892,EEF2,8.7542,-2.019074015692452,low
14582895,SIDM01056,EEF2,9.8659,-0.18230472011621995,normal
14582897,SIDM00716,EEF2,9.3705,-1.000812868922972,low
14582901,SIDM00284,EEF2,10.0098,0.05544926174347305,normal
14582913,SIDM00870,EEF2,8.2709,-2.8175903425360223,low
14582930,SIDM00890,EEF2,9.606,-0.6117158381518979,normal
14583038,SIDM01001,EEF2,9.4739,-0.8299736630557564,normal
14583195,SIDM00568,EEF2,10.5876,1.0101000659028214,high
14583386,SIDM01066,EEF2,10.1744,0.327404129110432,normal
14583416,SIDM00506,EEF2,9.4093,-0.936706861305487,normal
14583454,SIDM00910,EEF2,9.9929,0.027526799662661867,normal
14583482,SIDM00920,EEF2,9.983,0.01116985442005617,normal
14583542,SIDM00337,EEF2,9.1638,-1.3423260589882837,low
14583580,SIDM01059,EEF2,10.2574,0.46453811447773224,normal
14583662,SIDM00881,EEF2,9.5677,-0.6749957374237958,normal
14583798,SIDM00795,EEF2,10.2602,0.4691643212130127,normal
14583824,SIDM00524,EEF2,9.7847,-0.31646471543940824,normal
14712756,SIDM00892,FADD,4.6502,-0.2509740464219433,normal
14712819,SIDM01056,FADD,4.464,-0.473451396785028,normal
14712821,SIDM00716,FADD,4.5135,-0.4143073106251325,normal
14712825,SIDM00284,FADD,4.9463,0.10281512351634657,normal
14712837,SIDM00870,FADD,4.5329,-0.3911276081705467,normal
14712854,SIDM00890,FADD,4.4229,-0.5225589107480938,normal
14712962,SIDM01001,FADD,4.0374,-0.9831658847812275,normal
14713119,SIDM00568,FADD,5.2513,0.4672382806631831,normal
14713310,SIDM01066,FADD,5.1546,0.35169821739728513,normal
14713340,SIDM00506,FADD,3.8718,-1.1810297366616083,low
14713378,SIDM00910,FADD,4.2141,-0.7720394196407481,normal
14713406,SIDM00920,FADD,6.1096,1.492760889775086,high
14713466,SIDM00337,FADD,5.8209,1.1478134620101943,high
14713504,SIDM01059,FADD,4.7586,-0.1214544718818866,normal
14713586,SIDM00881,FADD,5.0883,0.2724809868437268,normal
14713722,SIDM00795,FADD,5.1518,0.3483526933316741,normal
14713748,SIDM00524,FADD,3.8135,-1.2506883270277087,low
15005085,SIDM00892,AR,2.0909,0.44693036907309674,normal
15005148,SIDM01056,AR,4.2623,1.7281474265127317,high
15005150,SIDM00716,AR,1.6645,0.19533648803217366,normal
15005154,SIDM00284,AR,2.251,0.5413960828504226,normal
15005166,SIDM00870,AR,5.6073,2.521753828951854,high
15005183,SIDM00890,AR,0.0286,-0.7699131132690603,normal
15005291,SIDM01001,AR,0.0426,-0.7616525261804746,normal
15005448,SIDM00568,AR,0.0144,-0.7782917087446257,normal
15005639,SIDM01066,AR,0.1375,-0.7056575465585618,normal
15005669,SIDM00506,AR,0.0426,-0.7616525261804746,normal
15005707,SIDM00910,AR,3.842,1.4801528012746927,high
15005735,SIDM00920,AR,5.1922,2.276827421775289,high
15005795,SIDM00337,AR,0.0704,-0.7452493603902831,normal
15005833,SIDM01059,AR,0.0426,-0.7616525261804746,normal
15005915,SIDM00881,AR,4.3038,1.7526341668110392,high
15006051,SIDM00795,AR,0.7824,-0.3251395027422126,normal
15006077,SIDM00524,AR,0.4854,-0.5003819574072083,normal
15344331,SIDM00892,FOS,6.4341,0.6643363829728991,normal
15344394,SIDM01056,FOS,7.1795,0.990603585660094,normal
15344396,SIDM00716,FOS,8.4312,1.538482117459882,high
15344400,SIDM00284,FOS,7.6251,1.1856460669015938,high
15344412,SIDM00870,FOS,6.5444,0.7126155249857751,normal
15344429,SIDM00890,FOS,8.4645,1.5530577786478121,high
15344537,SIDM01001,FOS,2.9505,-0.8604616144527943,normal
15344694,SIDM00568,FOS,7.9061,1.308641886535484,high
15344885,SIDM01066,FOS,6.3225,0.6154882211538878,normal
15344915,SIDM00506,FOS,5.8676,0.41637505976080397,normal
15344953,SIDM00910,FOS,2.1731,-1.2007354585217846,low
15344981,SIDM00920,FOS,7.9988,1.3492173757883725,high
15345041,SIDM00337,FOS,5.6668,0.32848338509003827,normal
15345079,SIDM01059,FOS,5.3074,0.17117129407074955,normal
15345161,SIDM00881,FOS,9.2344,1.8900488161429447,high
15345297,SIDM00795,FOS,5.9844,0.4674993008043567,normal
15345323,SIDM00524,FOS,2.9745,-0.8499566334164479,normal
15412902,SIDM00892,CDH2,0.546,-1.1989313670549286,low
15412965,SIDM01056,CDH2,0.1243,-1.3665808460582358,low
15412967,SIDM00716,CDH2,4.2795,0.28534496649699853,normal
15412971,SIDM00284,CDH2,4.995,0.5697964775875046,normal
15412983,SIDM00870,CDH2,0.4854,-1.2230232770089253,low
15413000,SIDM00890,CDH2,5.9683,0.9567379950499637,normal
15413108,SIDM01001,CDH2,0.0566,-1.3934954055282949,low
15413265,SIDM00568,CDH2,0.1635,-1.350996640279413,low
15413456,SIDM01066,CDH2,3.0993,-0.18385094320113565,normal
15413486,SIDM00506,CDH2,6.599,1.207476734455669,high
15413524,SIDM00910,CDH2,6.9816,1.35958176330714,high
15413552,SIDM00920,CDH2,0.251,-1.3162104666659689,low
15413612,SIDM00337,CDH2,1.585,-0.7858704026621464,normal
15413650,SIDM01059,CDH2,2.8758,-0.27270476951661865,normal
15413732,SIDM00881,CDH2,0.189,-1.3408589553977805,low
15413868,SIDM00795,CDH2,5.1719,0.6401241817271419,normal
15413894,SIDM00524,CDH2,6.4335,1.1416811717925262,high
15755757,SIDM00892,BCL2,1.144,-0.8010073894517016,normal
15755820,SIDM01056,BCL2,0.1506,-1.3977151125090304,low
15755822,SIDM00716,BCL2,1.3505,-0.6769685885544412,normal
15755826,SIDM00284,BCL2,1.4751,-0.6021248375045689,normal
15755838,SIDM00870,BCL2,0.0286,-1.4709971159446997,low
15755855,SIDM00890,BCL2,2.2869,-0.11449917857771214,normal
15755963,SIDM01001,BCL2,2.3533,-0.07461454719961017,normal
15756120,SIDM00568,BCL2,0.4005,-1.2476071398977695,low
15756311,SIDM01066,BCL2,3.3334,0.5141042361389121,normal
15756341,SIDM00506,BCL2,5.1497,1.6051050790914247,high
15756379,SIDM00910,BCL2,1.281,-0.7187153036264006,normal
15756407,SIDM00920,BCL2,1.7866,-0.4150154598798882,normal
15756467,SIDM00337,BCL2,2.6206,0.0859451209836232,normal
15756505,SIDM01059,BCL2,1.8875,-0.35440763900563366,normal
15756587,SIDM00881,BCL2,3.6519,0.7054183188787541,normal
15756723,SIDM00795,BCL2,1.2928,-0.7116273721465571,normal
15756749,SIDM00524,BCL2,5.5185,1.826632971444498,high
15785832,SIDM00892,PTEN,4.433,-0.3336343965985614,normal
15785895,SIDM01056,PTEN,4.5765,-0.19660836194852782,normal
15785897,SIDM00716,PTEN,3.7581,-0.9780864578202155,normal
15785901,SIDM00284,PTEN,3.8186,-0.9203158996576583,normal
15785913,SIDM00870,PTEN,4.9635,0.1729322332400631,normal
15785930,SIDM00890,PTEN,1.5261,-3.1093903556520917,low
15786038,SIDM01001,PTEN,3.0072,-1.695109798717149,low
15786195,SIDM00568,PTEN,4.7565,-0.024729015349183283,normal
15786386,SIDM01066,PTEN,3.9809,-0.7653380221405822,normal
15786416,SIDM00506,PTEN,2.6299,-2.0553880068945536,low
15786454,SIDM00910,PTEN,5.7101,0.88584956752379,normal
15786482,SIDM00920,PTEN,4.366,-0.39761170894387327,normal
15786542,SIDM00337,PTEN,3.9991,-0.7479591104288709,normal
15786580,SIDM01059,PTEN,4.3399,-0.42253421420077786,normal
15786662,SIDM00881,PTEN,5.7068,0.8826984461694691,normal
15786798,SIDM00795,PTEN,4.1867,-0.568822635861998,normal
15786824,SIDM00524,PTEN,3.7093,-1.0246848584538162,low
16552143,SIDM00892,ATR,3.9355,-0.05210975949730558,normal
16552206,SIDM01056,ATR,4.3349,0.5236621113839692,normal
16552208,SIDM00716,ATR,3.8943,-0.111503352587713,normal
16552212,SIDM00284,ATR,4.1859,0.3088648936540995,normal
16552224,SIDM00870,ATR,3.846,-0.1811322493417577,normal
16552241,SIDM00890,ATR,3.9644,-0.01044774881010309,normal
