,model_id,gene_symbol,rsem_tpm,z_score,gene_expression_level
16552349,SIDM01001,ATR,3.568,-0.5818948434954744,normal
16552506,SIDM00568,ATR,4.0303,0.0845531682932427,normal
16552697,SIDM01066,ATR,4.2211,0.35960893435269914,normal
16552727,SIDM00506,ATR,4.8273,1.23350204433825,high
16552765,SIDM00910,ATR,4.6011,0.9074139191671318,normal
16552793,SIDM00920,ATR,3.852,-0.1724826969499512,normal
16552853,SIDM00337,ATR,3.7495,-0.32024588364331796,normal
16552891,SIDM01059,ATR,3.7698,-0.29098156471770453,normal
16552973,SIDM00881,ATR,3.5981,-0.53850292232991,normal
16553109,SIDM00795,ATR,4.0356,0.09219360623933757,normal
16553135,SIDM00524,ATR,4.0747,0.14855985599261262,normal
17162064,SIDM00892,JUN,5.1723,0.1309828129842022,normal
17162127,SIDM01056,JUN,4.366,-0.3689779200511582,normal
17162129,SIDM00716,JUN,5.8958,0.5796019254126821,normal
17162133,SIDM00284,JUN,3.4906,-0.9117853437137579,normal
17162145,SIDM00870,JUN,5.0041,0.026687395277954596,normal
17162162,SIDM00890,JUN,7.1551,1.360453408869744,high
17162270,SIDM01001,JUN,4.8605,-0.062354352537843265,normal
17162427,SIDM00568,JUN,6.1857,0.7593596043249364,normal
17162618,SIDM01066,JUN,1.3951,-2.211137589869776,low
17162648,SIDM00506,JUN,6.3915,0.8869695743840671,normal
17162686,SIDM00910,JUN,4.4195,-0.33580428837883763,normal
17162714,SIDM00920,JUN,4.9331,-0.017337424324564175,normal
17162774,SIDM00337,JUN,2.9088,-1.2725408373017186,low
17162812,SIDM01059,JUN,1.9891,-1.842817268124763,low
17162894,SIDM00881,JUN,8.1546,1.9802112566544925,high
17163030,SIDM00795,JUN,3.7581,-0.7459171853521568,normal
17163056,SIDM00524,JUN,5.496,0.33169878629878286,normal
18859497,SIDM00892,MED12,4.8817,1.0615531300377785,high
18859560,SIDM01056,MED12,5.0413,1.3420562418821964,high
18859562,SIDM00716,MED12,3.8339,-0.7799954952164981,normal
18859566,SIDM00284,MED12,4.1843,-0.16415407673100552,normal
18859578,SIDM00870,MED12,3.3674,-1.5998871097241518,low
18859595,SIDM00890,MED12,3.7835,-0.8685754252726301,normal
18859703,SIDM01001,MED12,3.6982,-1.018493441816045,low
18859860,SIDM00568,MED12,3.6124,-1.1692902275068415,low
18860051,SIDM01066,MED12,4.2479,-0.052374641183982724,normal
18860081,SIDM00506,MED12,4.3313,0.09420405259937942,normal
18860119,SIDM00910,MED12,4.5826,0.535873426073707,normal
18860147,SIDM00920,MED12,4.5361,0.45414789536715633,normal
18860207,SIDM00337,MED12,3.4033,-1.5367914849421047,low
18860245,SIDM01059,MED12,3.9495,-0.5768240683417181,normal
18860327,SIDM00881,MED12,5.2353,1.6830186710665154,high
18860463,SIDM00795,MED12,4.6999,0.7420326680495869,normal
18860489,SIDM00524,MED12,5.0027,1.274215263704286,high
19243254,SIDM00892,PTCH1,1.8953,-0.6846031213454739,normal
19243317,SIDM01056,PTCH1,0.0841,-1.9133103897800399,low
19243319,SIDM00716,PTCH1,2.3132,-0.40110225590885434,normal
19243323,SIDM00284,PTCH1,2.6826,-0.1505035009620079,normal
19243335,SIDM00870,PTCH1,0.585,-1.5735028197939123,low
19243352,SIDM00890,PTCH1,3.2357,0.22471623742754518,normal
19243460,SIDM01001,PTCH1,3.275,0.2513771228347218,normal
19243617,SIDM00568,PTCH1,3.1554,0.17024119676097307,normal
19243808,SIDM01066,PTCH1,1.9561,-0.6433567642778825,normal
19243838,SIDM00506,PTCH1,3.859,0.6475592367734291,normal
19243876,SIDM00910,PTCH1,2.5656,-0.22987560255589273,normal
19243904,SIDM00920,PTCH1,0.6415,-1.535173557058404,low
19243964,SIDM00337,PTCH1,1.8797,-0.6951860682246586,normal
19244002,SIDM01059,PTCH1,3.1651,0.17682161885892736,normal
19244084,SIDM00881,PTCH1,0.263,-1.791945697684775,low
19244220,SIDM00795,PTCH1,4.3313,0.9679647374810512,normal
19244246,SIDM00524,PTCH1,4.4867,1.0733871698544675,high
20433021,SIDM00892,NCOR2,6.745,0.7579905647014183,normal
20433084,SIDM01056,NCOR2,6.5124,0.4727780725968956,normal
20433086,SIDM00716,NCOR2,5.2817,-1.0362976541143543,low
20433090,SIDM00284,NCOR2,6.042,-0.1040231152189592,normal
20433102,SIDM00870,NCOR2,6.7028,0.7062452200461692,normal
20433119,SIDM00890,NCOR2,5.8097,-0.38886774942308894,normal
20433227,SIDM01001,NCOR2,6.2998,0.21208944051855663,normal
20433384,SIDM00568,NCOR2,6.2434,0.14293215524471697,normal
20433575,SIDM01066,NCOR2,4.6053,-1.8656946001999064,low
20433605,SIDM00506,NCOR2,4.7913,-1.6376227019563927,low
20433643,SIDM00910,NCOR2,5.2106,-1.1234799765074388,low
20433671,SIDM00920,NCOR2,4.1424,-2.4332993405059407,low
20433731,SIDM00337,NCOR2,6.6599,0.6536415402900045,normal
20433769,SIDM01059,NCOR2,5.8552,-0.3330759678635201,normal
20433851,SIDM00881,NCOR2,5.5135,-0.7520661164108788,normal
20433987,SIDM00795,NCOR2,5.669,-0.5613931047072961,normal
20434013,SIDM00524,NCOR2,6.9565,1.017330384478317,high
20516028,SIDM00892,NF1,4.9174,0.6755738716298468,normal
20516091,SIDM01056,NF1,4.2787,-0.18003246789641228,normal
20516093,SIDM00716,NF1,4.3082,-0.14051409148178087,normal
20516097,SIDM00284,NF1,3.4983,-1.2254609748109142,low
20516109,SIDM00870,NF1,2.7312,-2.2530727221893287,low
20516126,SIDM00890,NF1,3.6938,-0.9635680056902258,normal
20516234,SIDM01001,NF1,4.1771,-0.3161364354803601,normal
20516391,SIDM00568,NF1,4.0295,-0.5138622781515302,normal
20516582,SIDM01066,NF1,4.6375,0.30061815778391043,normal
20516612,SIDM00506,NF1,3.9973,-0.5569975907125841,normal
20516650,SIDM00910,NF1,4.8186,0.5432208007903381,normal
20516678,SIDM00920,NF1,4.235,-0.23857324922927123,normal
20516738,SIDM00337,NF1,3.7214,-0.9265948806378932,normal
20516776,SIDM01059,NF1,3.4957,-1.2289439503593225,low
20516858,SIDM00881,NF1,3.8768,-0.7184201113214999,normal
20516994,SIDM00795,NF1,4.408,-0.006821414662114748,normal
20517020,SIDM00524,NF1,5.4653,1.409543988157853,high
22029402,SIDM00892,DAXX,6.1731,0.5978538294876049,normal
22029465,SIDM01056,DAXX,5.8912,0.19897182544934353,normal
22029467,SIDM00716,DAXX,5.285,-0.6587872055829187,normal
22029471,SIDM00284,DAXX,5.6337,-0.1653847408502402,normal
22029483,SIDM00870,DAXX,6.5467,1.1264892204372148,high
22029500,SIDM00890,DAXX,5.6346,-0.16411126158938777,normal
22029608,SIDM01001,DAXX,6.3486,0.8461822853539235,normal
22029765,SIDM00568,DAXX,5.8605,0.1555320328846936,normal
22029956,SIDM01066,DAXX,5.8792,0.18199210197130405,normal
22029986,SIDM00506,DAXX,7.3569,2.272903550596137,high
22030024,SIDM00910,DAXX,5.9366,0.2632117792745903,normal
22030052,SIDM00920,DAXX,6.9675,1.7219115237337765,high
22030112,SIDM00337,DAXX,6.2221,0.6671877003562641,normal
22030150,SIDM01059,DAXX,6.1697,0.5930429078354938,normal
22030232,SIDM00881,DAXX,5.7663,0.022241203582088982,normal
22030368,SIDM00795,DAXX,6.0781,0.46343101861979785,normal
22030394,SIDM00524,DAXX,6.4733,1.0226299118298767,high
44657286,SIDM00183,BAD,5.5361,-0.3521408750419411,normal
44657304,SIDM00183,CFLAR,2.7442,-1.323078946780786,low
44657402,SIDM00183,ETV1,5.6129,1.2625950289860863,high
44657574,SIDM00183,BRCA1,5.4899,1.0630289500113066,high
44658295,SIDM00183,FGFR3,4.017,0.9703227404729756,normal
44658984,SIDM00183,BAX,6.4335,-0.9503197032459758,normal
44659110,SIDM00183,BIRC5,7.714,1.6069580724602306,high
44659555,SIDM00183,EP300,5.6733,2.233008058207649,high
44659781,SIDM00183,E2F1,6.5306,1.1653959528446503,high
44660024,SIDM00183,AXIN1,4.3909,0.019392162813930473,normal
44660060,SIDM00183,EEF2K,3.9699,0.8296278042233215,normal
44660572,SIDM00183,EZH2,7.9695,2.0814432038452155,high
44660596,SIDM00183,RHEB,7.605,0.4749818194320428,normal
44661882,SIDM00183,ZBTB17,5.0356,0.8361648198201053,normal
44662242,SIDM00183,MXI1,5.5573,0.44121037533501706,normal
44662361,SIDM00183,APAF1,4.0409,0.7351802468468591,normal
44662388,SIDM00183,SPOP,6.8697,2.035923667363974,high
44662549,SIDM00183,TWIST1,4.5129,0.9529057318190067,normal
44662715,SIDM00183,NCOA3,2.903,-0.8493056558675589,normal
44662844,SIDM00183,RUNX2,1.1243,-0.42823494540193385,normal
44662984,SIDM00183,BMP2,1.7824,0.5828438665764343,normal
44663296,SIDM00183,SMO,4.8605,1.3786770729491538,high
44663400,SIDM00183,FOXA1,4.5868,0.3528582915653514,normal
44663640,SIDM00183,COX4I2,1.0635,5.199583074611022,high
44664080,SIDM00183,VHL,5.44,0.7304944919202662,normal
44664134,SIDM00183,LDHA,8.9881,-0.4454566970348439,normal
44664234,SIDM00183,ETS1,0.1635,-1.3264550075008323,low
44664376,SIDM00183,MDM2,5.9595,0.2933235784257787,normal
44664639,SIDM00183,MYC,1.7181,-1.2710996482127044,low
44664909,SIDM00183,IDH1,5.4777,-0.6689717772123044,normal
44664990,SIDM00183,EGF,0.0144,-0.7790587439812854,normal
44665093,SIDM00183,BRCA2,3.1276,0.18368998978103718,normal
44665112,SIDM00183,RB1,5.3516,0.8609664727103502,normal
44665301,SIDM00183,NCOR1,5.8056,0.5903294476089911,normal
44666107,SIDM00183,EGFR,0.757,-0.5420632902224675,normal
44666437,SIDM00183,ATM,5.5239,0.5259319517860434,normal
44666753,SIDM00183,PDK1,4.1432,0.7259017689937362,normal
44667351,SIDM00183,ERG,0.0144,-0.44516011798741983,normal
44668571,SIDM00183,TERT,0.7137,-0.5717433629487741,normal
44668650,SIDM00183,SHH,0.0286,-0.30740478414444705,normal
44668712,SIDM00183,YWHAZ,9.7994,0.28160862405298653,normal
44669029,SIDM00183,FRS2,4.275,0.23838856664309208,normal
44669388,SIDM00183,EEF2,10.1784,0.3340129958751204,normal
44669496,SIDM00183,FADD,4.2906,-0.6806349228481805,normal
44669739,SIDM00183,AR,2.0635,0.43076322005686474,normal
44670021,SIDM00183,FOS,2.157,-1.2077825499670003,low
44670078,SIDM00183,CDH2,5.5176,0.7775593842204863,normal
44670363,SIDM00183,BCL2,3.1603,0.41012788536256445,normal
44670388,SIDM00183,PTEN,4.5868,-0.1867730437820098,normal
44671025,SIDM00183,ATR,3.8836,-0.12692838768643508,normal
44671532,SIDM00183,JUN,6.7917,1.1351207406506567,high
44672949,SIDM00183,MED12,4.9653,1.2084833314800927,high
44673269,SIDM00183,PTCH1,4.0815,0.7985019086079538,normal
44674263,SIDM00183,NCOR2,7.4497,1.622088772724021,high
44674332,SIDM00183,NF1,5.5214,1.4846958836446589,high
44676333,SIDM00183,DAXX,6.1882,0.6192199815308043,normal
44780769,SIDM00255,BAD,6.0299,0.3394258131468028,normal
44780787,SIDM00255,CFLAR,2.275,-1.7485135956663895,low
44780885,SIDM00255,ETV1,3.7949,0.32324518010598413,normal
44781057,SIDM00255,BRCA1,4.9439,0.49698956454140925,normal
44781778,SIDM00255,FGFR3,3.0054,0.45529038314289405,normal
44782467,SIDM00255,BAX,6.7774,-0.4968906643632476,normal
44782593,SIDM00255,BIRC5,7.5825,1.473292107338627,high
44783038,SIDM00255,EP300,5.6088,2.0853246514162556,high
44783264,SIDM00255,E2F1,7.2177,1.8101552666776446,high
44783507,SIDM00255,AXIN1,3.9174,-1.0398767670919549,low
44783543,SIDM00255,EEF2K,3.6369,0.3245637344714294,normal
44784055,SIDM00255,EZH2,5.8537,0.16560043147616244,normal
44784079,SIDM00255,RHEB,6.5367,-1.0485704050126115,low
44785365,SIDM00255,ZBTB17,4.5534,0.10329723002871864,normal
44785725,SIDM00255,MXI1,5.8009,0.6254229855528773,normal
44785844,SIDM00255,APAF1,4.1522,0.8622853171985783,normal
44785871,SIDM00255,SPOP,5.9651,0.8345890509339116,normal
44786032,SIDM00255,TWIST1,6.3733,1.8655887171286234,high
44786198,SIDM00255,NCOA3,4.5329,0.8406995797551159,normal
44786327,SIDM00255,RUNX2,0.0144,-1.2689103550853325,low
44786467,SIDM00255,BMP2,2.7991,1.3005150987010219,high
44786779,SIDM00255,SMO,3.2555,0.517832248488668,normal
44786883,SIDM00255,FOXA1,0.0,-1.099230398838388,low
44787123,SIDM00255,COX4I2,0.1243,0.33576909998130283,normal
44787563,SIDM00255,VHL,6.3736,2.1608261395617427,high
44787617,SIDM00255,LDHA,9.5913,0.2311753266329395,normal
44787717,SIDM00255,ETS1,1.7824,-0.7021956401633943,normal
44787859,SIDM00255,MDM2,6.7565,0.9622843152047069,normal
44788122,SIDM00255,MYC,0.9336,-1.5828055949795055,low
44788392,SIDM00255,IDH1,6.4391,0.3518534869256225,normal
44788473,SIDM00255,EGF,0.0426,-0.7564982621466343,normal
44788576,SIDM00255,BRCA2,4.2188,1.4215525068883281,high
44788595,SIDM00255,RB1,5.1803,0.7369135709773833,normal
44788784,SIDM00255,NCOR1,6.0092,0.8169183004046626,normal
44789590,SIDM00255,EGFR,4.4155,1.5803442913921117,high
44789920,SIDM00255,ATM,4.3875,-0.3781168924640763,normal
44790236,SIDM00255,PDK1,4.275,0.8445461016067796,normal
44790834,SIDM00255,ERG,0.0704,-0.31792880631228326,normal
44792054,SIDM00255,TERT,1.8074,0.5514154547219458,normal
44792133,SIDM00255,SHH,0.0,-0.34697314241765603,normal
44792195,SIDM00255,YWHAZ,9.2473,-0.6671472551394106,normal
44792512,SIDM00255,FRS2,4.917,0.7477314058041491,normal
44792871,SIDM00255,EEF2,10.6153,1.0558664682482928,high
44792979,SIDM00255,FADD,4.6082,-0.3011569074060977,normal
44793222,SIDM00255,AR,0.0144,-0.7782917087446257,normal
44793504,SIDM00255,FOS,3.9326,-0.4305890362946323,normal
44793561,SIDM00255,CDH2,6.6001,1.2079140463525238,high
44793846,SIDM00255,BCL2,5.2044,1.637961846205614,high
44793871,SIDM00255,PTEN,6.3145,1.4629822179940344,high
44794508,SIDM00255,ATR,4.2008,0.3303446154270864,normal
44795015,SIDM00255,JUN,6.0978,0.7048556375212556,normal
44796432,SIDM00255,MED12,5.0418,1.34293501102958,high
44796752,SIDM00255,PTCH1,6.0522,2.1354130249418755,high
44797746,SIDM00255,NCOR2,7.6568,1.8760333432951586,high
44797815,SIDM00255,NF1,4.9768,0.7551464668511711,normal
44799816,SIDM00255,DAXX,6.3307,0.8208541978325156,normal
46838819,SIDM00003,BAD,5.3642,-0.5928867513069171,normal
46838837,SIDM00003,CFLAR,4.2273,0.021682621339926038,normal
46838935,SIDM00003,ETV1,5.4525,1.1797172975447394,high
46839107,SIDM00003,BRCA1,5.0201,0.5759862699861094,normal
46839828,SIDM00003,FGFR3,0.263,-0.9409381031580301,normal
46840517,SIDM00003,BAX,6.4731,-0.8981074614903617,normal
46840643,SIDM00003,BIRC5,6.2784,0.14771199239503743,normal
46841088,SIDM00003,EP300,4.797,0.22657442454413326,normal
46841314,SIDM00003,E2F1,5.6665,0.354543787100086,normal
46841557,SIDM00003,AXIN1,4.3248,-0.12848043753829666,normal
46841593,SIDM00003,EEF2K,4.2683,1.2822137454063982,high
46842105,SIDM00003,EZH2,6.0334,0.3283175815823727,normal
46842129,SIDM00003,RHEB,7.8318,0.7984318283284644,normal
46843415,SIDM00003,ZBTB17,4.3944,-0.13835757456860695,normal
46843775,SIDM00003,MXI1,6.0858,0.8408670440547993,normal
46843894,SIDM00003,APAF1,3.5644,0.19101523316676786,normal
46843921,SIDM00003,SPOP,4.9265,-0.5447013897296547,normal
46844082,SIDM00003,TWIST1,4.9307,1.157871841936378,high
46844248,SIDM00003,NCOA3,3.3406,-0.39556843818028836,normal
46844377,SIDM00003,RUNX2,3.0618,1.03929240504548,high
46844517,SIDM00003,BMP2,0.3334,-0.43998058050581923,normal
46844829,SIDM00003,SMO,3.9136,0.8708054441132448,normal
46844933,SIDM00003,FOXA1,0.0566,-1.0813119764356558,low
46845173,SIDM00003,COX4I2,0.0,-0.30794052208691924,normal
46845613,SIDM00003,VHL,4.4783,-0.7428880547129918,normal
46845667,SIDM00003,LDHA,11.2652,2.1088516270598303,high
46845767,SIDM00003,ETS1,6.4545,1.0993993874091825,high
46845909,SIDM00003,MDM2,5.31,-0.25183325788277144,normal
46846172,SIDM00003,MYC,6.6728,0.6975548507617639,normal
46846442,SIDM00003,IDH1,6.8169,0.7530057490343278,normal
46846523,SIDM00003,EGF,0.7908,-0.1579254781506795,normal
46846626,SIDM00003,BRCA2,3.359,0.4461912603626235,normal
46846645,SIDM00003,RB1,5.2399,0.7800750008856423,normal
46846834,SIDM00003,NCOR1,5.5847,0.3444872197967908,normal
46847640,SIDM00003,EGFR,2.2388,0.3175741443645173,normal
46847970,SIDM00003,ATM,6.247,1.1011851366481176,high
46848286,SIDM00003,PDK1,4.306,0.8724518247555224,normal
46848884,SIDM00003,ERG,1.6826,3.344969777306559,high
46850104,SIDM00003,TERT,1.8237,0.5681544953437186,normal
46850183,SIDM00003,SHH,0.0286,-0.30740478414444705,normal
46850245,SIDM00003,YWHAZ,9.3516,-0.48791298924597276,normal
46850562,SIDM00003,FRS2,3.4463,-0.41907624770701474,normal
46850921,SIDM00003,EEF2,10.2734,0.4909735815364889,normal
46851029,SIDM00003,FADD,5.31,0.5373748030386563,normal
46851272,SIDM00003,AR,0.9411,-0.23149984767374518,normal
46851554,SIDM00003,FOS,2.9241,-0.8720170935927755,normal
46851611,SIDM00003,CDH2,4.9331,0.5451877444826795,normal
46851896,SIDM00003,BCL2,2.3785,-0.059477608785029314,normal
46851921,SIDM00003,PTEN,5.2585,0.4546233846112115,normal
46852558,SIDM00003,ATR,4.4289,0.6591717655222755,normal
46853065,SIDM00003,JUN,4.7323,-0.1418470549750664,normal
46854482,SIDM00003,MED12,3.9625,-0.5539760705097793,normal
46854802,SIDM00003,PTCH1,4.4128,1.0232538509844837,high
46855796,SIDM00003,NCOR2,5.615,-0.6276075267779929,normal
46855865,SIDM00003,NF1,4.3161,-0.12993120423854163,normal
46857866,SIDM00003,DAXX,5.5258,-0.31806075445693927,normal
49884733,SIDM00770,BAD,6.6188,1.164180010543223,high
49884751,SIDM00770,CFLAR,4.3298,0.11462177630747582,normal
49884849,SIDM00770,ETV1,1.6229,-0.799014375321729,normal
49885021,SIDM00770,BRCA1,5.0575,0.614758931188626,normal
49885742,SIDM00770,FGFR3,3.6404,0.7785857043218203,normal
49886431,SIDM00770,BAX,7.3032,0.19637187894742086,normal
49886557,SIDM00770,BIRC5,6.2887,0.15818164593688158,normal
49887002,SIDM00770,EP300,4.774,0.17391212444797874,normal
49887228,SIDM00770,E2F1,6.4155,1.0573886802174088,high
49887471,SIDM00770,AXIN1,4.332,-0.11237328591142765,normal
49887507,SIDM00770,EEF2K,2.0738,-2.0462039755261143,low
49888019,SIDM00770,EZH2,6.877,1.0921917486919919,high
49888043,SIDM00770,RHEB,7.6993,0.6094674271874768,normal
49889329,SIDM00770,ZBTB17,5.0475,0.854250934126447,normal
49889689,SIDM00770,MXI1,4.8714,-0.07747365318891529,normal
49889808,SIDM00770,APAF1,4.5625,1.330849651118708,high
49889835,SIDM00770,SPOP,5.5276,0.2535765650969095,normal
49889996,SIDM00770,TWIST1,0.0286,-1.2470213328036088,low
49890162,SIDM00770,NCOA3,4.0009,0.28908120724682507,normal
49890291,SIDM00770,RUNX2,0.7485,-0.7128784438783923,normal
49890431,SIDM00770,BMP2,4.1867,2.279998330427271,high
49890743,SIDM00770,SMO,1.1177,-0.628780876577766,normal
49890847,SIDM00770,FOXA1,6.0749,0.823960842404674,normal
49891087,SIDM00770,COX4I2,0.3219,1.3590757879996511,high
49891527,SIDM00770,VHL,4.2623,-1.0738131145786296,low
49891581,SIDM00770,LDHA,8.8733,-0.5742321551201567,normal
49891681,SIDM00770,ETS1,6.4501,1.097702716079091,high
49891823,SIDM00770,MDM2,6.2673,0.5516750398819315,normal
49892086,SIDM00770,MYC,0.111,-1.9096498420290542,low
49892356,SIDM00770,IDH1,4.3198,-1.8984429373384797,low
49892437,SIDM00770,EGF,0.0426,-0.7564982621466343,normal
49892540,SIDM00770,BRCA2,4.1603,1.3551898261233208,high
49892559,SIDM00770,RB1,2.5185,-1.1907222365696712,low
49892748,SIDM00770,NCOR1,5.7882,0.5709647814073959,normal
49893554,SIDM00770,EGFR,0.189,-0.8715774371015383,normal
49893884,SIDM00770,ATM,5.2005,0.2686551159619594,normal
49894200,SIDM00770,PDK1,5.2365,1.710073611526667,high
49894798,SIDM00770,ERG,0.4957,0.6483475661062091,normal
49896018,SIDM00770,TERT,1.6736,0.4140115507223643,normal
49896097,SIDM00770,SHH,0.0144,-0.3270506123779984,normal
49896159,SIDM00770,YWHAZ,9.3972,-0.40955169945938785,normal
49896476,SIDM00770,FRS2,4.2735,0.23719851328056618,normal
49896835,SIDM00770,EEF2,10.3075,0.5473141707054618,normal
49896943,SIDM00770,FADD,3.9873,-1.0430268689551834,low
49897186,SIDM00770,AR,0.0,-0.786788312607171,normal
49897468,SIDM00770,FOS,2.1276,-1.2206511517365246,low
49897525,SIDM00770,CDH2,3.4356,-0.05015276964454983,normal
49897810,SIDM00770,BCL2,4.5892,1.268428333798861,high
49897835,SIDM00770,PTEN,4.8232,0.0389618314184628,normal
49898472,SIDM00770,ATR,4.0764,0.15101056250362396,normal
49898979,SIDM00770,JUN,6.354,0.863717028819357,normal
49900396,SIDM00770,MED12,4.8032,0.9235863738987629,normal
49900716,SIDM00770,PTCH1,3.8022,0.6090264558287055,normal
49901710,SIDM00770,NCOR2,6.0832,-0.05350396356501972,normal
49901779,SIDM00770,NF1,5.0054,0.7934591978836606,normal
49903780,SIDM00770,DAXX,6.3554,0.8558041286581457,normal
50831436,SIDM01240,BAD,4.6456,-1.5992857430696394,low
50831454,SIDM01240,CFLAR,3.4568,-0.6769478069771184,normal
50831552,SIDM01240,ETV1,4.7463,0.814827933804845,normal
50831724,SIDM01240,BRCA1,4.1102,-0.36730903557993533,normal
50832445,SIDM01240,FGFR3,0.111,-1.018325329644954,low
50833134,SIDM01240,BAX,6.3682,-1.0364171625046046,low
50833260,SIDM01240,BIRC5,5.9465,-0.18965480474458205,normal
50833705,SIDM01240,EP300,5.2292,1.2161677333075371,high
50833931,SIDM01240,E2F1,5.649,0.33812217744781203,normal
50834174,SIDM01240,AXIN1,3.8718,-1.141888727395458,low
50834210,SIDM01240,EEF2K,3.6135,0.2890727457861619,normal
50834722,SIDM01240,EZH2,5.5771,-0.08485902160885525,normal
50834746,SIDM01240,RHEB,7.8122,0.7704793584238346,normal
50836032,SIDM01240,ZBTB17,4.1514,-0.507679068387162,normal
50836392,SIDM01240,MXI1,6.2494,0.964582902148567,normal
50836511,SIDM01240,APAF1,2.7463,-0.7432584241085372,normal
50836538,SIDM01240,SPOP,4.3234,-1.3456354016343306,low
50836699,SIDM01240,TWIST1,4.3764,0.8859409782741978,normal
50836865,SIDM01240,NCOA3,2.8115,-0.9441798684324246,normal
50836994,SIDM01240,RUNX2,2.5801,0.6744367019690828,normal
50837134,SIDM01240,BMP2,0.0144,-0.6651572531208909,normal
50837446,SIDM01240,SMO,4.5385,1.2059717561415049,high
50837550,SIDM01240,FOXA1,0.0566,-1.0813119764356558,low
50837790,SIDM01240,COX4I2,0.0,-0.30794052208691924,normal
50838230,SIDM01240,VHL,4.6282,-0.5132321914080892,normal
50838284,SIDM01240,LDHA,9.7497,0.4088585370921187,normal
50838384,SIDM01240,ETS1,5.6041,0.7714790921570004,normal
50838526,SIDM01240,MDM2,4.7708,-0.7044099570938099,normal
50838789,SIDM01240,MYC,7.4385,1.0017909800662126,high
50839059,SIDM01240,IDH1,5.943,-0.17491103724623688,normal
50839140,SIDM01240,EGF,1.7004,0.5697700635797674,normal
50839243,SIDM01240,BRCA2,1.9598,-1.1410679349604356,low
50839262,SIDM01240,RB1,3.5122,-0.4710995369079731,normal
50839451,SIDM01240,NCOR1,5.8829,0.6763575336655012,normal
50840257,SIDM01240,EGFR,0.3674,-0.7680821487155767,normal
50840587,SIDM01240,ATM,5.2861,0.33675312816524217,normal
50840903,SIDM01240,PDK1,4.4263,0.980744034265,normal
50841501,SIDM01240,ERG,0.0144,-0.44516011798741983,normal
50842721,SIDM01240,TERT,0.3334,-0.9622867462898868,normal
50842800,SIDM01240,SHH,0.0,-0.34697314241765603,normal
50842862,SIDM01240,YWHAZ,9.322,-0.5387790896337561,normal
50843179,SIDM01240,FRS2,3.0374,-0.7434847943315575,normal
50843538,SIDM01240,EEF2,10.0705,0.1557388148976291,normal
50843646,SIDM01240,FADD,6.8415,2.367256983925151,high
50843889,SIDM01240,AR,1.6554,0.18996710642459294,normal
50844171,SIDM01240,FOS,5.9768,0.46417272347618027,normal
50844228,SIDM01240,CDH2,4.6876,0.447587680230102,normal
50844513,SIDM01240,BCL2,2.7093,0.13922474151431066,normal
50844538,SIDM01240,PTEN,5.7164,0.8918653446547674,normal
50845175,SIDM01240,ATR,2.669,-1.877886110201198,low
50845682,SIDM01240,JUN,1.2016,-2.331120724983682,low
50847099,SIDM01240,MED12,4.4269,0.26222471357886884,normal
50847419,SIDM01240,PTCH1,2.541,-0.24656409571153004,normal
50848413,SIDM01240,NCOR2,4.9093,-1.492931927801905,low
50848482,SIDM01240,NF1,3.0909,-1.771216451126865,low
50850483,SIDM01240,DAXX,4.4456,-1.8465188628717357,low
51160724,SIDM00619,BAD,5.6047,-0.25606660446732,normal
51160742,SIDM00619,CFLAR,5.8263,1.4715334388337022,high
51160840,SIDM00619,ETV1,4.0909,0.4761866296486192,normal
51161012,SIDM00619,BRCA1,2.7677,-1.7590817004028985,low
51161733,SIDM00619,FGFR3,0.0426,-1.0531495815640697,low
51162422,SIDM00619,BAX,6.4896,-0.8763523607588546,normal
51162548,SIDM00619,BIRC5,5.6957,-0.4445857861323992,normal
51162993,SIDM00619,EP300,3.8288,-1.9902794429818438,low
51163219,SIDM00619,E2F1,4.479,-0.7597797250185003,normal
51163462,SIDM00619,AXIN1,4.0841,-0.6669514648420898,normal
51163498,SIDM00619,EEF2K,4.2638,1.2753885552746156,high
51164010,SIDM00619,EZH2,4.2517,-1.2849998716409676,low
51164034,SIDM00619,RHEB,6.9989,-0.38940552797589983,normal
51165320,SIDM00619,ZBTB17,4.6764,0.29023773924551827,normal
51165680,SIDM00619,MXI1,5.5354,0.4246493894410472,normal
51165799,SIDM00619,APAF1,3.4828,0.09782768832669353,normal
51165826,SIDM00619,SPOP,6.3192,1.3048439566136438,high
51165987,SIDM00619,TWIST1,3.2464,0.33158074746369093,normal
51166153,SIDM00619,NCOA3,3.6599,-0.06449372701130841,normal
51166282,SIDM00619,RUNX2,4.4101,2.06053995426264,high
51166422,SIDM00619,BMP2,0.8875,-0.048850817822398515,normal
51166734,SIDM00619,SMO,0.0144,-1.2205379450059615,low
51166838,SIDM00619,FOXA1,0.9486,-0.7989227046470155,normal
51167078,SIDM00619,COX4I2,0.0,-0.30794052208691924,normal
51167518,SIDM00619,VHL,4.1391,-1.2625629635390299,low
51167572,SIDM00619,LDHA,9.4305,0.050799946318318454,normal
51167672,SIDM00619,ETS1,4.849,0.48030715548611325,normal
51167814,SIDM00619,MDM2,5.1293,-0.40350352781495746,normal
51168077,SIDM00619,MYC,5.6473,0.2900922014190559,normal
51168347,SIDM00619,IDH1,6.5457,0.46504255823527846,normal
51168428,SIDM00619,EGF,0.848,-0.11216450081230926,normal
51168531,SIDM00619,BRCA2,2.3702,-0.675508205285919,normal
